"nombres","apellidos","numero.lista","corporacion","partido","genero","nacimiento","tiempo.congreso","La.eutanasia","El.sexo.antes.del.matrimonio","El.matrimonio.homosexual","El.divorcio","El.consumo.de.marihuana","El.aborto","Estatuto.de.la.Ciudadanía.Juvenil","Justicia.Penal.Militar..Fuero.Militar","Reforma.a.la.Justicia.Ejecutivo","Implementación.del.TLC.con.Estados.Unidos..Ley.Lleras.2.0","Ley.estatutaria.de.reforma.a.la.salud"
"John Jairo","Roldán Avendaño","101","Representante a la Cámara","Liberal Colombiano","M",1964,4,"agree","agree","agree","agree","agree","agree",NA,"agree","",NA,"agree"
"Jose Isauro","Roman","26","Senador de la República","Polo Democrático Alternativo","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luz Marina","Román Guerrero","101","Representante a la Cámara","Cambio Radical","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Katerine","Romero Barraza","102","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Omar","Romero Diaz","101","Representante a la Cámara","Union Patriotica - Up","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alicia Rosa","Romero Escobar","107","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jhonny","Romero Julio","11","Senador de la República","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Timoteo","Romero Morales","101","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luz Marina","Romero Motta","081","Senador de la República","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rafael","Romero Piñeros","101","Representante a la Cámara","Liberal Colombiano","M",1954,4,"","","","","","",NA,"","agree",NA,"agree"
"Fanny Cecilia","Romero Rojas","73","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jonás Ricardo","Romero Sánchez","7","Senador de la República","Alianza Verde","M",1956,0,"","","","","","",NA,NA,NA,NA,NA
"María Mirtha","Romero Segura","044","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Brasilia","Romero Sinisterra","301","Representante a la Cámara","Asoconegua","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Milla Patricia ","Romero Soto","29","Senador de la República","Centro Democrático","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Estela","Ropero Sánchez","104","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alvaro Gustavo","Rosado Aragon","303","Representante a la Cámara","Fundación Ébano de Colombia Funeco","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Aixa Margarita","Rosado Ortega","117","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Humberto Alonso","Rosales Donado","101","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jose Alfonso","Rosales Osorio","101","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Miguel Alirio","Rosero Cisneros","102","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jorge Enrique","Rozo Rodríguez","101","Representante a la Cámara","Cambio Radical","M",1951,8,"","","","","","",NA,"agree","agree",NA,"agree"
"Álvaro José","Rudas Garzón","086","Senador de la República","Conservador Colombiano","M",NA,0,"","","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Wilson","Rueda Barón","70","Senador de la República","Cambio Radical","M",NA,0,"disagree","disagree","disagree","","disagree","disagree",NA,NA,NA,NA,NA
"Renny","Rueda Castañeda","058","Senador de la República","Liberal Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Tito Edmundo","Rueda Guarín","097","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","M",NA,5,"","","","","agree","agree",NA,NA,NA,NA,NA
"Oscar Alberto","Ruge Pinzón","102","Representante a la Cámara","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maria Luisa ","Ruiz Aguilar","102","Representante a la Cámara","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Efrain","Ruiz Antonio","104","Representante a la Cámara","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Dodanys","Ruiz Benitez","113","Representante a la Cámara","Opción Ciudadana","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ancizar","Ruiz Ceballos","102","Representante a la Cámara","Alianza Verde","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"William Alberto","Ruiz Duque","102","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rosa Helena","Ruiz Echeverry","103","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Sandra Milena","Ruiz Fernandez","109","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ana Julieta ","Ruiz Giraldo","48","Senador de la República","Centro Democrático","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Bienvenido","Ruiz Murillo","112","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Marta Liliana","Ruiz Orduz","40","Senador de la República","Liberal Colombiano","F",1964,0,"","","","","","",NA,NA,NA,NA,NA
"Jorge Leon ","Ruiz Ruiz","103","Representante a la Cámara","Cambio Radical","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jesus Antonio ","Ruiz Saa","301","Representante a la Cámara","Movimiento Afrocolombiano Socioambientalista Macoas","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ricardo Andres","Ruiz Vallejo","103","Representante a la Cámara","Union Patriotica - Up","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Nubia Flor","Russi","101","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alfredo Rafael","Saade Vergel","55","Senador de la República","Cambio Radical","",NA,0,"","","","","disagree","disagree",NA,NA,NA,NA,NA
"Claudia Alexandra","Saavedra Becerra","23","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Laureano","Saavedra Castaño","63","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Adriana Patricia","Saavedra Guzmán","074","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Abraham Faruk","Sabagh Torres","106","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Camilo","Saenz Kopp","74","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Yohana","Salamanca Jiménez","100","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Nery Rosa","Salamanca Maldonado","102","Representante a la Cámara","MIRA","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Elkin","Salas Chaverra","101","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José Darío","Salazar Cruz","004","Senador de la República","Conservador Colombiano","M",1956,16,"","","","","","","","agree","agree","agree","agree"
"Paola Andrea","Salazar Gomez","105","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luz María","Salazar Gómez","102","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jairo Hernando","Salazar Moreno","33","Senador de la República","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gustavo Adolfo","Salazar Muñoz","111","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Oscar Gerardo","Salazar Muñoz","101","Representante a la Cámara","Union Patriotica - Up","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Mauricio","Salazar Peláez","101","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Fernando","Salazar Riveros","113","Representante a la Cámara","Alianza Verde","M",1978,0,"disagree","disagree","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Juan Pablo","Salazar Salamanca","010","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","agree","agree",NA,NA,NA,NA,NA
"José Norbey","Salazar Salazar","061","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Leidy Tatiana","Salazar Sanchez","112","Representante a la Cámara","Cambio Radical","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"María Elena","Salazar Uribe","105","Representante a la Cámara","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Carlos","Salazar Uribe","104","Representante a la Cámara","Opción Ciudadana","M",1965,4,"","","","","","",NA,"","agree",NA,"agree"
"Juan Manuel","Salazar Vasco","116","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Andres ","Salcedo Galan","66","Senador de la República","Cambio Radical","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jose Miguel ","Salcedo Luna","60","Senador de la República","Conservador Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Diana Patricia","Salcedo Orozco","105","Representante a la Cámara","Opción Ciudadana","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Lilian Fernanda ","Salcedo Restrepo","102","Representante a la Cámara","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Edwin","Salcedo Vásquez","25","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Manuela","Saldarriaga Gutierrez","116","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Raúl Guillermo","Saldarriaga Guzmán","102","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Enrique","Saldarriaga Londoño","102","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rodrigo de Jesús","Saldarriaga Sanín","101","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Yolanda","Salgado Blanco","052","Senador de la República","Liberal Colombiano","F",1967,0,"","","","","","",NA,NA,NA,NA,NA
"Manuel Enrique","Salgado Diaz","62","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Teresa","Salguero Espitia","109","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Javier Alexander ","Salinas Lucero","106","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alvaro José","Salomón Calvano","48","Senador de la República","Polo Democrático Alternativo","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Elsi","Sampayo Benavides","105","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gustavo","Samper Fernandez de Soto","027","Senador de la República","Liberal Colombiano","M",1981,0,"","","","agree","","",NA,NA,NA,NA,NA
"Heriberto","Sanabria Astudillo ","105","Representante a la Cámara","Conservador Colombiano","M",1970,8,"","","","","","",NA,"","agree",NA,"agree"
"Javier Adriano","Sanabria Suárez","102","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rocio del Pilar","Sanchez Bermudez","71","Senador de la República","Conservador Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Joselito","Sanchez Cardenas","102","Representante a la Cámara","Union Patriotica - Up","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Adriana","Sanchez Correa","111","Representante a la Cámara","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Oscar Hernan ","Sanchez Leon","101","Representante a la Cámara","Liberal Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Amparo","Sanchez Londoño","99","Senador de la República","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Hilda Maria","Sanchez Martinez","112","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Astrid","Sánchez Montes de Oca","014","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","F",NA,2,"","","","","","",NA,"",NA,NA,"agree"
"Maria Magnolia","Sanchez Paredes","033","Senador de la República","Polo Democrático Alternativo","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Javier Alexander","Sanchez Reyes","102","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Helver Fernando","Sánchez Suárez","102","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Diego Jesus ","Sandoval Altamirano","103","Representante a la Cámara","Cambio Radical","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Iván Darío","Sandoval Perilla","101","Representante a la Cámara","Liberal Colombiano","M",1970,4,NA,"disagree","","","disagree","disagree",NA,"agree","agree",NA,"agree"
"Fernando","Sandoval Rodriguez","103","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Zoraida","Santacruz Mina","107","Representante a la Cámara","Centro Democrático","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Clara Ines","Santacruz Restrepo","101","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Clara Milena","Santaella Bedoya","102","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Noel","Santamaria Jerez","114","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Carlos","Santamaria Martinez","103","Representante a la Cámara","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Augusto","Santana Galeth","102","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Pedro Javier","Santiesteban Millan","107","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Guillermo Antonio","Santos Marín","011","Senador de la República","Liberal Colombiano","M",1952,13,"","","","","","","agree","","","agree","agree"
"José Neftalí","Santos Ramírez","105","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Elverth","Santos Romero","106","Representante a la Cámara","Liberal Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carlos Arturo","Santoyo Becerra","106","Representante a la Cámara","Conservador Colombiano","M",1983,0,"agree","agree","agree","disagree","disagree","agree",NA,NA,NA,NA,NA
"Melik","Sarkis Torres","034","Senador de la República","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alvaro","Sarmiento Duarte","43","Senador de la República","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Armando","Sarmiento Moreno","27","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alma Irina","Sarmiento Parra","103","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rayol","Sarmiento Piñeros","102","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carlos Eduardo","Sarmiento Sarmiento","102","Representante a la Cámara","Movimiento Político Cien por Ciento por Colombia","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jaime Alberto ","Sarria Luna","42","Senador de la República","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maria del Carmen","Sarria Materon","104","Representante a la Cámara","Alianza Verde","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"German Alonso ","Sarria Orozco","103","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Esmeralda","Sarria Villa","101","Representante a la Cámara","Conservador Colombiano","F",1959,4,"","","","","","",NA,"agree","agree",NA,"agree"
"Carlos Alberto","Schmalbach Silva","104","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ana Silvia ","Secue Pequi","202","Senador de la República","Asociacion de Autoridades Tradicionales Indigenas - Opic","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Cayo Mario","Sepulveda Escobar","103","Representante a la Cámara","Union Patriotica - Up","M",1960,0,"","","","","","",NA,NA,NA,NA,NA
"Blanca Nelsy","Sepulveda Sanchez","71","Senador de la República","Alianza Verde","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"María Isabel","Sepúlveda Velandia","102","Representante a la Cámara","MIRA","F",NA,0,"","","","","disagree","disagree",NA,NA,NA,NA,NA
"Julián","Serna Giraldo","102","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gilberto","Serpa Mendoza","15","Senador de la República","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Horacio","Serpa Uribe","001","Senador de la República","Liberal Colombiano","M",1943,0,"","","","","","",NA,NA,NA,NA,NA
"Lady Mayerly","Serrano Gomez","105","Representante a la Cámara","MIRA","F",1983,0,"","","","","","",NA,NA,NA,NA,NA
"Rodolfo","Serrano Monroy","107","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Antonio","Serrano Morales","101","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",1958,12,"","","","","","",NA,"agree","agree",NA,"agree"
"Jaime Enrique","Serrano Pérez","101","Representante a la Cámara","Liberal Colombiano","M",NA,2,NA,"","","","","",NA,"agree",NA,NA,"agree"
"Livia","Serra Riascos","102","Representante a la Cámara","Opción Ciudadana","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alexander","Serrato Fonseca","102","Representante a la Cámara","Centro Democrático","M",1979,0,"","","","","","",NA,NA,NA,NA,NA
"William Darío","Sicachá Gutiérrez","111","Representante a la Cámara","Cambio Radical","M",1954,4,"","","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Juan Alejandro","Sierra Gil","107","Representante a la Cámara","Alianza Social Independiente","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Emilio","Sierra Grajales","005","Senador de la República","Conservador Colombiano","M",1960,10,"","","","","","","","agree","agree","","agree"
"Jimmy Javier","Sierra Palacio","101","Representante a la Cámara","Liberal Colombiano","M",1970,4,NA,"","","","","",NA,"agree","",NA,"agree"
"Jose David","Sierra Perez","108","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Reinaldo de Jesus","Sierra Ramirez","108","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Fernando","Sierra Ramos","101","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jhon Wilton","Sierra Ruiz","56","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Andrés Felipe","Silva Luque","115","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jorge Julián","Silva Meche","103","Representante a la Cámara","Cambio Radical","M",1960,12,"","","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Gildardo","Silva Molina","105","Representante a la Cámara","Union Patriotica - Up","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carolina","Silva Nuñez","115","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gustavo","Silva Rodríguez","68","Senador de la República","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Deisy Katherin","Silva Vásquez","107","Representante a la Cámara","Polo Democrático Alternativo","F",1988,0,"","","","","","",NA,NA,NA,NA,NA
"Hernán","Sinisterra Valencia","111","Representante a la Cámara","Liberal Colombiano","M",1966,0,"","","","","","",NA,NA,NA,NA,NA
"Idania Mirella","Sjogreen Brown","103","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carlos Alonso","Solano","104","Representante a la Cámara","Polo Democrático Alternativo","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Wilson Antonio ","Solano Cardona","105","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jesus Leonardo","Solarte Lopez","104","Representante a la Cámara","MIRA","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Darge Sigfredo ","Solis Peralta","301","Representante a la Cámara","Asociacion Regional de Afrocolombianos La Minga - Afrominga","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Antonio","Sosa Escobar","101","Representante a la Cámara","Autoridades Indígenas de Colombia AICO","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"John Fabio","Soto Castañeda","105","Representante a la Cámara","Alianza Social Independiente","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carlos Enrique","Soto Jaramillo","036","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","M",1954,12,"","","","","","","","agree","agree","agree","agree"
"Alirio Enrique","Sotomonte Motta","105","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Segundo Sigifredo ","Suarez Achicaiza","102","Representante a la Cámara","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Germán","Suárez Bernal","101","Representante a la Cámara","Polo Democrático Alternativo","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Leopoldo","Suárez Melo","103","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Olga Lucía","Suárez Mira","008","Senador de la República","Conservador Colombiano","F",1964,4,"","","","","disagree","disagree","","agree","agree","agree",""
"Gustavo","Suárez Montaño","105","Representante a la Cámara","MIRA","M",1960,0,"disagree","disagree","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Rafael Ernesto","Suarez Orjuela","110","Representante a la Cámara","Union Patriotica - Up","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Javier Armando ","Suarez Pascagaza","59","Senador de la República","Conservador Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ceni Jaidith ","Suaza Camacho","18","Senador de la República","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carlos Hermes","Suaza Gálvez","103","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Olga Janeth","Suba Chivata","041","Senador de la República","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Libardo Antonio","Taborda Castro","101","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",1960,4,NA,"","","","","",NA,"agree","agree",NA,"agree"
"William Arley ","Taborda Franco","102","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jorge Eliecer","Tamayo Marulanda","110","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Carlos ","Tamayo Salas","101","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gerardo","Tamayo Tamayo","101","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",1958,8,"","","","","","",NA,"agree","agree",NA,"agree"
"Fernando Eustacio","Tamayo Tamayo","006","Senador de la República","Conservador Colombiano","M",1950,16,"","","","","","","agree","","agree","","agree"
"Juan Carlos","Tanus Tuiran","403","Representante a la Cámara","Liberal Colombiano","M",NA,0,"","","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Pastora Florinda ","Tarapues Cuaical","206","Representante a la Cámara","Autoridades Indígenas de Medicina Ancestral de Colombia - Aimac","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ana de Dios","Tarazona Garcia","105","Representante a la Cámara","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Isabel Carmenza ","Tavera Martinez","102","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Melquisedec","Tejada Jimenez","102","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Giovanni","Tellez Serrano","106","Representante a la Cámara","Opción Ciudadana","M",1977,0,NA,NA,"agree","agree","disagree","agree",NA,NA,NA,NA,NA
"Pedro","Teran Campo","302","Representante a la Cámara","Afrovides","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Egla Yelitza","Theran Humanez","104","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Adolfo León","Tigreros Domínguez","110","Representante a la Cámara","Polo Democrático Alternativo","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alejandro","Tiquidimas Fernandez","094","Senador de la República","Liberal Colombiano","M",1967,0,"agree","agree","disagree","agree","agree","",NA,NA,NA,NA,NA
"Martin Gerardo ","Tobar Vidal","302","Representante a la Cámara","Asoconegua","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Diego Jose ","Tobon Echeverry","47","Senador de la República","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Mauricio","Tobón Franco","109","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Victoriano","Tola Cardozo","203","Senador de la República","Renovación Étnica De Colombia - Raices","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jacqueline","Toloza Castaño","","Senador de la República","MIRA","F",NA,0,NA,NA,"disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Cenobia","Torcuato Caicedo","101","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Olga Isabel","Toro Barbery","109","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luz Marleny","Toro Restrepo","116","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alberto Luis","Torres Araque","103","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Cecilia","Torres Bernal","84","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Janeth","Torres Chacón","104","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Aris Manuel","Torres Diaz","085","Senador de la República","Liberal Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Ángel","Torres Gómez","118","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Darío de Jesús","Torres Gómez","102","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carmen Cecilia","Torres Hernández","103","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Waldina","Torres Martinez","102","Representante a la Cámara","Alianza Social Independiente","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Efrain Antonio","Torres Monsalvo","110","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",1978,4,NA,"","","","","",NA,"","agree",NA,"agree"
