"número","departamento","corporación","partido","nombre"
"109","valle","cámara","uribe centro democratico","ana karina serrano moran"
"110","valle","cámara","uribe centro democratico","melba lucia arango pelaez"
"111","valle","cámara","uribe centro democratico","gustavo adolfo salazar muñoz"
"112","valle","cámara","uribe centro democratico","cristian mauricio claros garcia"
"113","valle","cámara","uribe centro democratico","elsa  dorronsoro de aljure"
"101","valle","cámara","movimiento mira","guillermina  bravo montaño"
"102","valle","cámara","movimiento mira","hector fabio aranzazu arredondo"
"103","valle","cámara","movimiento mira","clara luz hurtado de diago"
"104","valle","cámara","movimiento mira","walberto  palomino valenzuela"
"105","valle","cámara","movimiento mira","gustavo  suarez montaño"
"106","valle","cámara","movimiento mira","jair  zapata sanchez"
"107","valle","cámara","movimiento mira","roberto carlos duran tovar"
"108","valle","cámara","movimiento mira","alicia  garcia espinel"
"109","valle","cámara","movimiento mira","fabio humberto bejarano arce"
"110","valle","cámara","movimiento mira","lucy viviana paredes soto"
"111","valle","cámara","movimiento mira","jose libardo gomez marin"
"112","valle","cámara","movimiento mira","jairo alonso velasquez giraldo"
"113","valle","cámara","movimiento mira","diego alfonso anacona alvarez"
"101","valle","cámara","partido conservador colombiano","henry humberto arcila moncada"
"102","valle","cámara","partido conservador colombiano","ruben dario agudelo puerta"
"103","valle","cámara","partido conservador colombiano","cesar augusto garcia giraldo"
"104","valle","cámara","partido conservador colombiano","hernan said duran rodriguez"
"105","valle","cámara","partido conservador colombiano","heriberto  sanabria astudillo"
"106","valle","cámara","partido conservador colombiano","alvaro  lopez gil"
"107","valle","cámara","partido conservador colombiano","gloria  marin castaño"
"108","valle","cámara","partido conservador colombiano","carlos arturo oviedo gutierrez"
"109","valle","cámara","partido conservador colombiano","lilia antuaned cuasquer revelo"
"110","valle","cámara","partido conservador colombiano","octavina  hurtado cuero"
"111","valle","cámara","partido conservador colombiano","roberto  londoño cortes"
"112","valle","cámara","partido conservador colombiano","maria claudia aristizabal dorronsoro"
"113","valle","cámara","partido conservador colombiano","efrain  valencia valencia"
"101","valle","cámara","partido social de unidad nacional - partido de la u","juan carlos martinez gutierrez"
"102","valle","cámara","partido social de unidad nacional - partido de la u","juan carlos mejia cabeza"
"103","valle","cámara","partido social de unidad nacional - partido de la u","elbert  diaz lozano"
"104","valle","cámara","partido social de unidad nacional - partido de la u","alma  gardeazabal mercado"
"105","valle","cámara","partido social de unidad nacional - partido de la u","oliverio  hoyos salcedo"
"106","valle","cámara","partido social de unidad nacional - partido de la u","claudia  castrillon caicedo"
"107","valle","cámara","partido social de unidad nacional - partido de la u","luis armando roa posso"
"108","valle","cámara","partido social de unidad nacional - partido de la u","julio edgar arboleda blanquicet"
"109","valle","cámara","partido social de unidad nacional - partido de la u","rafael eduardo palau salazar"
"110","valle","cámara","partido social de unidad nacional - partido de la u","jorge eliecer tamayo marulanda"
"111","valle","cámara","partido social de unidad nacional - partido de la u","german  medina scarpetta"
"112","valle","cámara","partido social de unidad nacional - partido de la u","luz stella diaz varon"
"113","valle","cámara","partido social de unidad nacional - partido de la u","esperanza  delgado motoa"
"101","valle","cámara","partido cambio radical","carlos abraham jimenez lopez"
"102","valle","cámara","partido cambio radical","jorge enrique casalins tello"
"103","valle","cámara","partido cambio radical","diego jesus sandoval altamirano"
"104","valle","cámara","partido cambio radical","myriam  caldas iglesias"
"105","valle","cámara","partido cambio radical","david  ballesteros palechor"
"106","valle","cámara","partido cambio radical","juan carlos zapata mayor"
"107","valle","cámara","partido cambio radical","andres  higuita salgado"
"108","valle","cámara","partido cambio radical","alexandra  orozco mendez"
"109","valle","cámara","partido cambio radical","rosalia  bejarano bermudez"
"110","valle","cámara","partido cambio radical","jose luis perez oyuela"
"111","valle","cámara","partido cambio radical","william dario sicacha gutierrez"
"112","valle","cámara","partido cambio radical","johanna fernanda posso bolaños"
"113","valle","cámara","partido cambio radical","milton fabian castrillon rodriguez"
"101","valle","cámara","partido opcion ciudadana","luis  arbey arias caicedo"
"102","valle","cámara","partido opcion ciudadana","livia  serra riascos"
"104","valle","cámara","partido opcion ciudadana","juan carlos salazar uribe"
"105","valle","cámara","partido opcion ciudadana","fabian andres gallego giraldo"
"106","valle","cámara","partido opcion ciudadana","ismenia  reyes bolaños"
"107","valle","cámara","partido opcion ciudadana","gustavo  escobar valbuena"
"108","valle","cámara","partido opcion ciudadana","nancy elena acevedo medina"
"109","valle","cámara","partido opcion ciudadana","hector fabio arbelaez sanchez"
"110","valle","cámara","partido opcion ciudadana","jorge danny espinel giraldo"
"111","valle","cámara","partido opcion ciudadana","leder  vivas becerra"
"112","valle","cámara","partido opcion ciudadana","mauricio  montoya blandon"
"113","valle","cámara","partido opcion ciudadana","diana mariel herman veira"
"101","valle","cámara","partido polo democratico alternativo","wilson neber arias castillo"
"102","valle","cámara","partido polo democratico alternativo","fanny  moreno rojas"
"103","valle","cámara","partido polo democratico alternativo","armando  escobar potes"
"104","valle","cámara","partido polo democratico alternativo","henry  calvo"
"105","valle","cámara","partido polo democratico alternativo","cesar orlando collazos rico"
"106","valle","cámara","partido polo democratico alternativo","luis carlos ochoa"
"107","valle","cámara","partido polo democratico alternativo","maria fernanda umaña sepulveda"
"108","valle","cámara","partido polo democratico alternativo","rafael  anchico valencia"
"109","valle","cámara","partido polo democratico alternativo","olga isabel toro barbery"
"110","valle","cámara","partido polo democratico alternativo","adolfo leon tigreros dominguez"
"111","valle","cámara","partido polo democratico alternativo","jose arcelio cifuentes rodriguez"
"112","valle","cámara","partido polo democratico alternativo","martha cecilia casafuz grisales"
"113","valle","cámara","partido polo democratico alternativo","ubier antonio pinilla gil"
"101","valle","cámara","partido alianza verde","fernando  forero cruz"
"102","valle","cámara","partido alianza verde","sofi guiomar ospina collazos"
"103","valle","cámara","partido alianza verde","john alexander lopez benavides"
"104","valle","cámara","partido alianza verde","maria del carmen sarria materon"
"105","valle","cámara","partido alianza verde","katerine  oliveros mejia"
"106","valle","cámara","partido alianza verde","jose  arbey alzate uribe"
"108","valle","cámara","partido alianza verde","fernando  navarro rodriguez"
"109","valle","cámara","partido alianza verde","orlando  riascos ocampo"
"110","valle","cámara","partido alianza verde","eduardo  llano camacho"
"112","valle","cámara","partido alianza verde","fredy  murillo valencia"
"113","valle","cámara","partido alianza verde","ana cristina paz cardona"
"101","valle","cámara","partido liberal colombiano","nancy denise castillo garcia"
"102","valle","cámara","partido liberal colombiano","juan fernando reyes kuri"
"103","valle","cámara","partido liberal colombiano","carlos andres clavijo gonzalez"
"104","valle","cámara","partido liberal colombiano","griselda janeth restrepo gallego"
"105","valle","cámara","partido liberal colombiano","maria elena salazar uribe"
"106","valle","cámara","partido liberal colombiano","carlos alberto burgos caicedo"
"107","valle","cámara","partido liberal colombiano","james  salazar loaiza"
"108","valle","cámara","partido liberal colombiano","ofelia  villegas romero"
"109","valle","cámara","partido liberal colombiano","jose wilber murillo hoyos"
"110","valle","cámara","partido liberal colombiano","john jairo velez moya"
"111","valle","cámara","partido liberal colombiano","hernan  sinisterra valencia"
"112","valle","cámara","partido liberal colombiano","floro hermes de san jose gomez pineda"
"113","valle","cámara","partido liberal colombiano","fabio alonso arroyave botero"
"101","valle","cámara","partido union patriotica - up","omar  romero diaz"
"102","valle","cámara","partido union patriotica - up","fabiola del socorro montaño garcia"
"103","valle","cámara","partido union patriotica - up","guillermo  restrepo sierra"
"104","valle","cámara","partido union patriotica - up","ivan david rodriguez diaz"
"105","valle","cámara","partido union patriotica - up","gildardo  silva molina"
"106","valle","cámara","partido union patriotica - up","carlos ernesto copete ortega"
"107","valle","cámara","partido union patriotica - up","german  cobo losada"
"108","valle","cámara","partido union patriotica - up","maria gladis aguilar moreno"
"109","valle","cámara","partido union patriotica - up","stella  gonzalez de leon"
"110","valle","cámara","partido union patriotica - up","amparo del socorro alvarez benavides"
"111","valle","cámara","partido union patriotica - up","jorge eliecer calderon"
"112","valle","cámara","partido union patriotica - up","luis eduardo delgado alvarado"
"113","valle","cámara","partido union patriotica - up","jorge enrique reina velez"
