"MUN","DEP","CL","OIZ","MLR","JMS","EP","BLANCOS","SIN.MARCA","NULOS","POTENCIAL","TOTAL","DANE","GANADOR","VOTOS","BLANCOS.POR.CIENTO","ABTENCION"
"DOLORES","Tolima",165,1692,151,333,48,80,11,46,6440,2526,"73236","OIZ",2526,3.16706254948535,60.7763975155279
"ESPINAL","Tolima",2209,7828,4815,6372,1120,1387,70,693,55765,24494,"73268","OIZ",24494,5.66261125173512,56.0763920021519
"FALAN","Tolima",184,987,133,909,42,128,26,64,5684,2473,"73270","OIZ",2473,5.17589971694298,56.4919071076707
"FLANDES","Tolima",849,2512,1118,1812,222,307,20,181,16676,7021,"73275","OIZ",7021,4.37259649622561,57.8975773566803
"FRESNO","Tolima",774,4804,1692,1270,299,414,66,329,25411,9648,"73283","OIZ",9648,4.2910447761194,62.0321907835189
"GUAMO","Tolima",755,3358,3018,1770,254,290,56,215,25217,9716,"73319","OIZ",9716,2.9847673939893,61.4704366102233
"HERVEO","Tolima",182,1296,294,344,92,64,11,51,6014,2334,"73347","OIZ",2334,2.74207369323051,61.1905553708015
"HONDA","Tolima",1111,2555,1595,2608,389,428,29,325,22579,9040,"73349","JMS",9040,4.73451327433628,59.9627972895168
"IBAGUE","Tolima",25857,64321,23161,29093,19616,11319,362,5720,370044,179449,"73001","OIZ",179449,6.30764172550418,51.5060371199101
"ICONONZO","Tolima",347,1144,216,1212,85,160,19,65,8175,3248,"73352","JMS",3248,4.92610837438424,60.2691131498471
"LERIDA","Tolima",1218,1571,723,1820,180,227,20,129,14781,5888,"73408","JMS",5888,3.85529891304348,60.1650767877681
"LIBANO","Tolima",1827,5333,1229,2626,554,525,77,488,32391,12659,"73411","OIZ",12659,4.14724701793191,60.9181562779785
"MARIQUITA","Tolima",1369,5418,1153,2883,596,688,65,519,27396,12691,"73443","OIZ",12691,5.42116460483807,53.6757190830778
"MELGAR","Tolima",652,5803,1962,2223,454,452,24,239,25379,11809,"73449","OIZ",11809,3.82758912693708,53.4694038378187
"MURILLO","Tolima",89,473,301,149,30,76,9,53,3676,1180,"73461","OIZ",1180,6.44067796610169,67.8998911860718
"NATAGAIMA","Tolima",1009,1548,543,1844,97,129,25,92,15328,5287,"73483","JMS",5287,2.43994703990921,65.5075678496869
"ORTEGA","Tolima",730,3829,2110,2072,203,245,73,257,23501,9519,"73504","OIZ",9519,2.57379976888329,59.4953406238032
"PALOCABILDO","Tolima",306,1377,173,519,40,146,13,57,6967,2631,"73520","OIZ",2631,5.54922082858229,62.2362566384384
"PIEDRAS","Tolima",144,286,103,206,61,940,18,77,5387,1835,"73547","BLANCOS",1835,51.2261580381471,65.9365138295898
"PLANADAS","Tolima",567,2994,488,1401,275,302,58,211,18846,6296,"73555","OIZ",6296,4.79669631512071,66.592380345962
"PRADO","Tolima",152,1594,223,884,55,86,16,70,7768,3080,"73563","OIZ",3080,2.79220779220779,60.3501544799176
"PURIFICACION","Tolima",1080,2217,1966,2328,241,283,34,238,19909,8387,"73585","JMS",8387,3.37426970311196,57.8733236224823
"RIOBLANCO","Tolima",282,2210,259,1267,168,325,73,100,15251,4684,"73616","OIZ",4684,6.93851409052092,69.287259851813
"RONCESVALLES","Tolima",115,854,158,226,59,82,13,29,3970,1536,"73622","OIZ",1536,5.33854166666667,61.3098236775819
"ROVIRA","Tolima",354,3311,1048,888,175,207,125,117,18491,6225,"73624","OIZ",6225,3.32530120481928,66.3349737710237
"SALDAÑA","Tolima",671,1556,1452,553,227,187,21,147,12288,4814,"73671","OIZ",4814,3.88450353136685,60.8235677083333
"SAN ANTONIO","Tolima",154,2642,679,331,108,89,23,81,9834,4107,"73675","OIZ",4107,2.16703189676163,58.2367297132398
"SAN LUIS","Tolima",269,2059,532,1464,128,134,38,102,10808,4726,"73678","OIZ",4726,2.83537875581887,56.2731310140637
"SANTA ISABEL","Tolima",86,1138,365,310,23,52,7,26,5857,2007,"73686","OIZ",2007,2.5909317389138,65.7333105685505
"SUAREZ","Tolima",77,601,332,636,44,41,6,17,4357,1754,"73770","JMS",1754,2.33751425313569,59.7429423915538
"VALLE DE SAN JUAN","Tolima",88,748,794,281,29,33,9,24,4967,2006,"73854","MLR",2006,1.64506480558325,59.6134487618281
"VENADILLO","Tolima",342,1581,394,1614,124,178,24,121,11464,4378,"73861","JMS",4378,4.06578346276839,61.8108862526169
"VILLAHERMOSA","Tolima",131,1860,317,243,66,78,19,64,7002,2778,"73870","OIZ",2778,2.80777537796976,60.3256212510711
"VILLARRICA","Tolima",99,1448,64,326,26,42,16,25,5106,2046,"73873","OIZ",2046,2.05278592375367,59.9294947121034
"ALCALA","Valle",347,1282,567,1371,318,166,27,162,10950,4240,"76020","JMS",4240,3.91509433962264,61.2785388127854
"ANDALUCIA","Valle",1272,1129,2004,1794,337,392,120,198,19343,7246,"76036","MLR",7246,5.40988131382832,62.5394199451998
"ANSERMANUEVO","Valle",595,2508,2243,849,241,230,95,150,19162,6911,"76041","OIZ",6911,3.32802778179714,63.9338273666632
"ARGELIA","Valle",83,626,700,841,41,40,15,29,6423,2375,"76054","JMS",2375,1.68421052631579,63.023509263584
"BOLIVAR","Valle",331,1438,1421,1031,158,184,12,82,13257,4657,"76100","OIZ",4657,3.95104144298905,64.8713887003093
"BUENAVENTURA","Valle",8395,7502,6566,32983,2538,2899,799,2634,207431,64316,"76109","JMS",64316,4.50743205423223,68.9940269294368
"BUGA","Valle",6822,6902,7390,11968,4116,2745,92,1301,95582,41336,"76111","JMS",41336,6.64070059996129,56.7533636040259
"BUGALAGRANDE","Valle",1780,1036,1411,2311,374,335,16,250,19210,7513,"76113","JMS",7513,4.45893784107547,60.8901613742842
"CAICEDONIA","Valle",807,3229,4026,1794,673,476,150,399,28020,11554,"76122","MLR",11554,4.11978535572096,58.7651677373305
"CALI","Valle",110022,98367,100584,128886,63898,35343,1106,11843,1549820,550049,"76001","JMS",550049,6.42542755281802,64.5088461885896
"CALIMA (DARIEN)","Valle",767,1141,1055,1267,257,209,20,117,13672,4833,"76126","JMS",4833,4.32443616801159,64.6503803393798
"CANDELARIA","Valle",5091,3326,4084,8368,1535,1466,69,1087,65386,25026,"76130","JMS",25026,5.85790777591305,61.7257516899642
"CARTAGO","Valle",5800,10711,9981,6493,3250,2313,127,1341,108329,40016,"76147","OIZ",40016,5.78018792483007,63.0606762732048
"DAGUA","Valle",796,4817,1582,3946,410,470,74,237,33433,12332,"76233","OIZ",12332,3.81122283490107,63.1142882780486
"EL AGUILA","Valle",152,1265,1163,315,106,129,18,89,8191,3237,"76243","OIZ",3237,3.98517145505097,60.4810157489928
"EL CAIRO","Valle",134,674,490,793,121,87,19,35,6717,2353,"76246","JMS",2353,3.69740756481088,64.9694804228078
"EL CERRITO","Valle",4419,2364,3609,5049,1174,877,210,525,51374,18227,"76248","JMS",18227,4.81154331486257,64.5209639117063
"EL DOVIO","Valle",158,601,1248,1118,98,95,46,67,9688,3431,"76250","MLR",3431,2.76887204896532,64.585053674649
"FLORIDA","Valle",4376,2384,2974,4123,830,872,46,512,48039,16117,"76275","CL",16117,5.4104361853943,66.4501758987489
"GINEBRA","Valle",891,1284,1228,1791,567,328,18,198,15459,6305,"76306","JMS",6305,5.20222045995242,59.2146969402937
"GUACARI","Valle",1944,1137,1374,4681,524,485,29,319,26635,10493,"76318","JMS",10493,4.62212903840656,60.6044678055191
"JAMUNDI","Valle",5133,5662,4525,12050,2779,2096,84,1072,91151,33401,"76364","JMS",33401,6.27526121972396,63.3564085967241
"LA CUMBRE","Valle",464,1044,1075,1480,251,196,13,56,12307,4579,"76377","JMS",4579,4.28041056999345,62.7935321361827
"LA UNION","Valle",1068,3155,4558,1271,596,623,51,433,25329,11755,"76400","MLR",11755,5.29987239472565,53.5907457854633
"LA VICTORIA","Valle",430,1063,1555,889,136,185,14,136,11396,4408,"76403","MLR",4408,4.19691470054446,61.3197613197613
"OBANDO","Valle",437,995,442,1927,209,227,30,148,11167,4415,"76497","JMS",4415,5.14156285390713,60.4638667502463
"PALMIRA","Valle",19189,13941,14404,26186,8380,5387,343,2244,243441,90074,"76520","JMS",90074,5.98063814197216,62.9996590549661
"PRADERA","Valle",2497,2673,1975,5093,731,814,217,482,38903,14482,"76563","JMS",14482,5.62077061179395,62.7740791198622
"RESTREPO","Valle",331,1243,784,1465,242,271,23,118,14205,4477,"76606","JMS",4477,6.05316059861514,68.4829285462865
"RIOFRIO","Valle",988,1178,2286,924,226,211,36,189,15959,6038,"76616","MLR",6038,3.49453461411063,62.1655492198759
"ROLDANILLO","Valle",1164,2053,4823,2232,589,511,16,256,27445,11644,"76622","MLR",11644,4.38852627962899,57.5733284751321
"SAN PEDRO","Valle",619,1151,950,1956,260,247,93,137,14446,5413,"76670","JMS",5413,4.56308886015149,62.5294199086252
"SEVILLA","Valle",1841,3866,2225,3175,843,717,108,575,36736,13350,"76736","OIZ",13350,5.37078651685393,63.6596254355401
"TORO","Valle",231,1704,871,1106,201,159,30,128,12336,4430,"76823","OIZ",4430,3.58916478555305,64.0888456549935
"TRUJILLO","Valle",409,1873,2035,745,208,183,18,144,15397,5615,"76828","MLR",5615,3.25912733748887,63.5318568552315
"TULUA","Valle",11471,13148,13036,12985,4467,3553,157,2057,147339,60874,"76834","OIZ",60874,5.83664618720636,58.6843944916146
"ULLOA","Valle",116,364,627,540,95,89,4,40,4658,1875,"76845","MLR",1875,4.74666666666667,59.7466723915844
"VERSALLES","Valle",170,752,1341,550,83,72,19,73,7982,3060,"76863","MLR",3060,2.35294117647059,61.6637434227011
"VIJES","Valle",360,564,2009,660,172,131,14,76,10112,3986,"76869","MLR",3986,3.28650275965881,60.5814873417722
"YOTOCO","Valle",493,1021,826,2146,316,217,252,142,13655,5413,"76890","JMS",5413,4.00886754110475,60.3588429146833
"YUMBO","Valle",8880,3955,5718,10597,2656,2199,895,1037,93764,35937,"76892","JMS",35937,6.11904165623174,61.6729235100892
"ZARZAL","Valle",2382,1694,2807,3972,999,759,54,637,35812,13304,"76895","JMS",13304,5.70505111244738,62.8504411928962
"BUENOS AIRES (PACOA)","Vaupés",4,5,8,30,23,2,0,0,990,72,"97511","JMS",72,2.77777777777778,92.7272727272727
"CARURU","Vaupés",15,55,23,250,6,11,2,4,1631,366,"97161","JMS",366,3.00546448087432,77.5597792765175
"MITU","Vaupés",331,657,262,2604,249,88,23,29,14724,4243,"97001","JMS",4243,2.0740042422814,71.1831024178212
"MORICHAL (PAPUNAGUA)","Vaupés",0,0,0,23,0,0,0,0,113,23,"97777","JMS",23,0,79.646017699115
"TARAIRA","Vaupés",9,67,11,126,9,6,0,0,1305,228,"97666","JMS",228,2.63157894736842,82.5287356321839
"YAVARATE","Vaupés",22,49,7,201,22,7,0,3,994,311,"97889","JMS",311,2.2508038585209,68.7122736418511
"CUMARIBO","Vichada",128,923,175,1682,83,81,22,58,18562,3152,"99773","JMS",3152,2.56979695431472,83.0190712207736
"LA PRIMAVERA","Vichada",67,1912,78,567,55,69,6,26,7190,2780,"99524","OIZ",2780,2.48201438848921,61.3351877607789
"PUERTO CARREÑO","Vichada",351,1857,523,1704,215,160,13,62,15621,4885,"99001","OIZ",4885,3.27533265097236,68.7279943665578
"SANTA ROSALIA","Vichada",32,713,30,289,20,21,4,9,2893,1118,"99624","OIZ",1118,1.8783542039356,61.3549948150709
"AFRICA","Consulados",1,5,1,6,3,1,0,2,17,19,NA,"JMS",19,5.26315789473684,-11.7647058823529
"ALEMANIA","Consulados",232,75,38,105,208,58,0,1,2852,717,"276","CL",717,8.08926080892608,74.8597475455821
"ANTIGUA Y BARBUDA","Consulados",0,0,0,0,0,0,0,0,8,0,"7777777","EMPATE",0,NA,100
"ARGENTINA","Consulados",884,243,109,246,451,288,2,18,5771,2241,"32","CL",2241,12.85140562249,61.1679085080575
"ARUBA","Consulados",76,355,67,122,64,33,3,2,2881,722,"533","OIZ",722,4.57063711911357,74.9392572023603
"AUSTRALIA","Consulados",242,225,68,158,459,169,1,0,3843,1322,"36","EP",1322,12.7836611195159,65.5997918293
"AUSTRIA","Consulados",50,21,5,40,47,20,0,1,513,184,"40","CL",184,10.8695652173913,64.1325536062378
"BELGICA","Consulados",116,73,20,81,109,27,0,3,1402,429,"56","CL",429,6.29370629370629,69.4008559201141
"BOLIVIA","Consulados",10,79,18,45,22,7,0,1,695,182,"68","OIZ",182,3.84615384615385,73.8129496402878
"BRASIL","Consulados",269,124,49,120,200,69,0,4,2047,835,"76","CL",835,8.26347305389222,59.2085979482169
"CANADA","Consulados",574,1298,242,673,1149,304,1,7,15466,4248,"124","OIZ",4248,7.15630885122411,72.5332988490883
"CHILE","Consulados",223,321,84,198,325,129,0,9,4304,1289,"152","EP",1289,10.0077579519007,70.0511152416357
"CHINA REPUBLICA POPULAR","Consulados",27,33,6,43,43,19,0,0,415,171,"156","EMPATE",171,11.1111111111111,58.7951807228916
"CHIPRE","Consulados",1,6,3,2,1,3,0,0,42,16,"196","OIZ",16,18.75,61.9047619047619
"COREA DEL SUR","Consulados",7,4,2,12,10,2,0,0,97,37,"410","JMS",37,5.40540540540541,61.8556701030928
"COSTA RICA","Consulados",122,840,109,290,322,79,0,7,7400,1769,"188","OIZ",1769,4.46579988694177,76.0945945945946
"CUBA","Consulados",8,7,0,16,4,4,1,0,198,40,"192","JMS",40,10,79.7979797979798
"CURAZAO","Consulados",31,119,31,49,17,6,0,1,1286,254,NA,"OIZ",254,2.36220472440945,80.248833592535
"DINAMARCA","Consulados",4,2,0,8,16,1,0,0,58,31,"208","EP",31,3.2258064516129,46.551724137931
"ECUADOR","Consulados",419,1447,426,1243,535,232,23,125,21324,4450,"218","OIZ",4450,5.21348314606742,79.1314950290752
"EGIPTO","Consulados",3,4,2,9,3,3,0,0,95,24,"818","JMS",24,12.5,74.7368421052632
"EL SALVADOR","Consulados",16,67,12,30,45,13,0,0,472,183,"222","OIZ",183,7.10382513661202,61.228813559322
"EMIRATOS ARABES UNIDOS","Consulados",15,335,18,23,47,62,0,5,789,505,"784","OIZ",505,12.2772277227723,35.9949302915082
"ESPAÑA","Consulados",1223,2327,508,1545,1292,765,12,83,80641,7755,"724","OIZ",7755,9.86460348162476,90.383303778475
"ESTADOS UNIDOS","Consulados",1360,18268,1644,4508,4339,1072,18,53,183108,31262,"840","OIZ",31262,3.4290832320389,82.9270157502676
"FILIPINAS","Consulados",4,7,4,5,7,1,0,0,71,28,"608","EMPATE",28,3.57142857142857,60.5633802816901
"FINLANDIA","Consulados",11,10,0,7,15,4,0,0,60,47,"246","EP",47,8.51063829787234,21.6666666666667
"FRANCIA","Consulados",600,261,81,289,438,131,1,8,6805,1809,"250","CL",1809,7.24156992813709,73.4166054371785
"GRECIA","Consulados",0,6,0,1,7,4,0,0,49,18,"300","EP",18,22.2222222222222,63.265306122449
"GUATEMALA","Consulados",16,130,15,32,49,16,0,0,706,258,"320","OIZ",258,6.2015503875969,63.4560906515581
"HOLANDA","Consulados",72,53,10,63,110,17,0,1,1537,326,"528","EP",326,5.21472392638037,78.78985035784
"HONDURAS","Consulados",5,40,6,15,20,4,0,0,432,90,"340","OIZ",90,4.44444444444444,79.1666666666667
"INDIA","Consulados",1,0,3,9,4,3,0,0,81,20,"356","JMS",20,15,75.3086419753086
"INDONESIA","Consulados",9,22,8,15,35,4,0,0,193,93,"360","EP",93,4.3010752688172,51.8134715025907
"INGLATERRA","Consulados",278,421,94,325,501,116,0,7,8850,1742,"826","EP",1742,6.65901262916188,80.316384180791
"IRLANDA","Consulados",10,10,4,10,15,3,0,0,98,52,"372","EP",52,5.76923076923077,46.9387755102041
"ISRAEL","Consulados",11,30,1,22,21,7,0,2,744,94,"376","OIZ",94,7.4468085106383,87.3655913978495
"ITALIA","Consulados",114,153,62,113,184,53,1,3,4720,683,"380","EP",683,7.75988286969253,85.5296610169491
"JAMAICA","Consulados",5,11,1,18,6,5,0,0,287,46,"388","JMS",46,10.8695652173913,83.9721254355401
"JAPON","Consulados",7,24,3,14,15,3,0,0,776,66,"392","OIZ",66,4.54545454545455,91.4948453608247
"KENIA","Consulados",2,5,3,8,2,2,0,0,62,22,"404","JMS",22,9.09090909090909,64.5161290322581
"LIBANO","Consulados",5,40,0,54,6,2,0,0,653,107,"422","JMS",107,1.86915887850467,83.614088820827
"MALASIA","Consulados",4,10,2,3,20,3,0,0,105,42,"458","EP",42,7.14285714285714,60
"MARRUECOS","Consulados",2,6,0,2,4,0,0,0,16,14,"504","OIZ",14,0,12.5
"MEXICO","Consulados",230,347,41,173,302,69,0,3,4129,1165,"484","OIZ",1165,5.92274678111588,71.7849358198111
"NICARAGUA","Consulados",8,24,4,27,17,3,0,0,214,83,"558","JMS",83,3.6144578313253,61.214953271028
"NORUEGA","Consulados",12,3,3,5,10,0,0,0,105,33,"578","CL",33,0,68.5714285714286
"NUEVA ZELANDIA","Consulados",14,15,7,10,51,21,0,0,185,118,"554","EP",118,17.7966101694915,36.2162162162162
"PANAMA","Consulados",93,859,134,297,360,62,1,2,10473,1808,"591","OIZ",1808,3.42920353982301,82.7365606798434
"PARAGUAY","Consulados",10,25,5,15,10,7,0,0,258,72,"600","OIZ",72,9.72222222222222,72.0930232558139
"PERU","Consulados",116,326,78,182,249,57,0,2,2721,1010,"604","OIZ",1010,5.64356435643564,62.8812936420434
"POLONIA","Consulados",10,10,0,9,10,3,0,0,108,42,"616","EMPATE",42,7.14285714285714,61.1111111111111
"PORTUGAL","Consulados",15,16,0,27,19,15,0,1,332,93,"620","JMS",93,16.1290322580645,71.9879518072289
"PUERTO RICO","Consulados",25,151,15,59,53,21,1,0,1196,325,"630","OIZ",325,6.46153846153846,72.8260869565217
"REPUBLICA DOMINICANA","Consulados",35,162,23,70,110,34,0,1,1710,435,"214","OIZ",435,7.81609195402299,74.5614035087719
"RUSIA","Consulados",35,6,1,14,4,4,0,0,246,64,"643","CL",64,6.25,73.9837398373984
"SUDAFRICA","Consulados",7,31,2,11,23,3,0,0,186,77,"710","OIZ",77,3.8961038961039,58.6021505376344
"SUECIA","Consulados",66,44,5,43,59,17,0,4,1075,238,"752","CL",238,7.14285714285714,77.8604651162791
"SUIZA","Consulados",145,128,22,125,153,27,0,2,2486,602,"756","EP",602,4.48504983388704,75.7843925985519
"TAILANDIA","Consulados",2,3,1,12,8,6,0,0,52,32,"764","JMS",32,18.75,38.4615384615385
"TRINIDAD Y TOBAGO","Consulados",4,18,10,14,19,3,0,0,103,68,"780","EP",68,4.41176470588235,33.9805825242718
"TURQUIA","Consulados",10,15,4,9,6,2,0,0,72,46,"792","OIZ",46,4.34782608695652,36.1111111111111
"URUGUAY","Consulados",29,34,5,30,30,16,0,3,388,147,"858","OIZ",147,10.8843537414966,62.1134020618557
"VENEZUELA","Consulados",1837,10355,1102,12672,1027,263,53,212,171944,27521,"862","JMS",27521,0.955633879582864,83.9942074163681
